author_name,quote_text,quote_furigana,category_name
H.G.ウェルズ,時計とカレンダーに惑わされて、人生の瞬間が奇跡と神秘であることを見失ってはならない。,とけいとかれんだーにまどわされて、じんせいのしゅんかんがきせきとしんぴであることをみうしなってはならない。,哲学
H.G.ウェルズ,私たちにはタイムマシンがある。記憶は過去へ運び、夢は未来へ運んでくれる。,わたしたちにはたいむましんがある。きおくはかこへはこび、ゆめはみらいへはこんでくれる。,想像力
H.G.ウェルズ,大人が自転車に乗っているのを見るたび、もう人類の未来に絶望することはない。,おとながじてんしゃにのっているのをみるたび、もうじんるいのみらいにぜつぼうすることはない。,希望
H.G.ウェルズ,時には今までの自分から踏み出して、本来なるべき人間を思い出さなければならない。,ときにはいままでのじぶんからふみだして、ほんらいなるべきにんげんをおもいださなければならない。,挑戦
H.G.ウェルズ,文明は教育と破滅の競争の中にある。,ぶんめいはきょういくとはめつのきょうそうのなかにある。,教養
H.G.ウェルズ,歴史は知識と破滅の競争である。,れきしはちしきとはめつのきょうそうである。,知識
H.G.ウェルズ,統計的思考は、読み書きの能力と同じように、効率的な市民権に必要となる日が来るだろう。,とうけいてきしこうは、よみかきののうりょくとおなじように、こうりつてきなしみんけんにひつようとなるひがくるだろう。,学び
H.G.ウェルズ,愛を憎しみや怒りよりも強くせよ。曲がるのは折れるよりもましであることを学ぶのだ。,あいをにくしみやいかりよりもつよくせよ。まがるのはおれるよりもましであることをまなぶのだ。,愛
H.G.ウェルズ,戦争を終わらせなければ、戦争が私たちを終わらせるだろう。,せんそうをおわらせなければ、せんそうがわたしたちをおわらせるだろう。,希望
H.G.ウェルズ,成功は富や権力や名声ではなく、人がどうあるかと、どうあり得るかの比率で測られる。,せいこうはとみやけんりょくやめいせいではなく、ひとがどうあるかと、どうありうるかのひりつではかられる。,成功
H.G.ウェルズ,変化と挑戦を歓迎すべきである。それらが私たちを成長させるからだ。,へんかとちょうせんをかんげいすべきである。それらがわたしたちをせいちょうさせるからだ。,挑戦
H.G.ウェルズ,個人が心で成し遂げることのできることに上限はない。,こじんがこころでなしとげることのできることにじょうげんはない。,進歩
H.G.ウェルズ,世界が困難を乗り越える可能性がある限り、理性ある人間は確信を持って行動するべきだ。,せかいがこんなんをのりこえるかのうせいがあるかぎり、りせいあるにんげんはかくしんをもってこうどうするべきだ。,希望
H.G.ウェルズ,人間の歴史とは本質的にアイデアの歴史である。,にんげんのれきしとはほんしつてきにあいでぃあのれきしである。,創造性
H.G.ウェルズ,星々を見上げることで、私の悩みや地上の重大事がいかに小さなものかがわかった。,ほしぼしをみあげることで、わたしのなやみやちじょうのじゅうだいじがいかにちいさなものかがわかった。,宇宙
H.G.ウェルズ,道に迷うのは不運だが、旅の目的を失うのはもっと残酷な運命だ。,みちにまようのはふうんだが、たびのもくてきをうしなうのはもっとざんこくなうんめいだ。,目標設定
H.G.ウェルズ,科学は奪った命よりも多くの命を与えてくれた。私たちはそれを覚えておかなければならない。,かがくはうばったいのちよりもおおくのいのちをあたえてくれた。わたしたちはそれをおぼえておかなければならない。,科学
レイ・ブラッドベリ,人生とは物事がうまくいくかどうか試してみることだ。,じんせいとはものごとがうまくいくかどうかためしてみることだ。,挑戦
レイ・ブラッドベリ,創造性とは絶え間ない驚きである。,そうぞうせいとはたえまないおどろきである。,創造性
レイ・ブラッドベリ,崖から飛び降りて、落下しながら翼を作る。それがリスクを取るということだ。,がけからとびおりて、らっかしながらつばさをつくる。それがりすくをとるということだ。,挑戦
レイ・ブラッドベリ,私たちはカップのように、絶えず静かに満たされている。コツは自分を傾けて美しいものを流し出すことを知ることだ。,わたしたちはかっぷのように、たえずしずかにみたされている。こつはじぶんをかたむけてうつくしいものをながしだすことをしることだ。,創造性
レイ・ブラッドベリ,幸せになるか不幸になるかは、完全にあなた次第だ。,しあわせになるかふこうになるかは、かんぜんにあなたしだいだ。,幸福
レイ・ブラッドベリ,現実とフィクションは違う。フィクションの方が筋が通っていなければならないからだ。,げんじつとふぃくしょんはちがう。ふぃくしょんのほうがすじがとおっていなければならないからだ。,文学
レイ・ブラッドベリ,夢見ることはすべてフィクションであり、成し遂げることはすべて科学だ。,ゆめみることはすべてふぃくしょんであり、なしとげることはすべてかがくだ。,科学
レイ・ブラッドベリ,方法だけを学べば方法に縛られるが、原理を学べば自分なりの方法を考案できる。,ほうほうだけをまなべばほうほうにしばられるが、げんりをまなべばじぶんなりのほうほうをこうあんできる。,学び
レイ・ブラッドベリ,今日を大切にし、自分自身を大切にしよう。どちらも二度と起こることはないのだから。,きょうをたいせつにし、じぶんじしんをたいせつにしよう。どちらもにどとおこることはないのだから。,感謝
レイ・ブラッドベリ,無知を隠せば、誰もあなたを叩くことはない。しかし学ぶこともない。,むちをかくせば、だれもあなたをたたくことはない。しかしまなぶこともない。,学び
レイ・ブラッドベリ,私たちは不可能な宇宙の中の不可能な存在である。,わたしたちはふかのうなうちゅうのなかのふかのうなそんざいである。,宇宙
レイ・ブラッドベリ,火星に着陸しても、愚かなままでは何の意味もない。,かせいにちゃくりくしても、おろかなままではなんのいみもない。,宇宙
レイ・ブラッドベリ,恐竜とサーカス、宇宙旅行に対する私の趣味を批判する人の話は聞いたことがない。,きょうりゅうとさーかす、うちゅうりょこうにたいするわたしのしゅみをひはんするひとのはなしはきいたことがない。,想像力
レイ・ブラッドベリ,生涯を振り返ってみれば、あらゆるものへの答えが愛であったことが分かるはずだ。,しょうがいをふりかえってみれば、あらゆるもののこたえがあいであったことがわかるはずだ。,愛
レイ・ブラッドベリ,時には自分がすべてを理解していると思うことがある。そして次の瞬間、何も理解していないことに気づく。,ときにはじぶんがすべてをりかいしているとおもうことがある。そしてつぎのしゅんかん、なにもりかいしていないことにきづく。,哲学
レイ・ブラッドベリ,年月は過ぎていく。時は飛ぶように過ぎる。しかし振り返れば、それがすべてになっている。,ねんげつはすぎていく。ときはとぶようにすぎる。しかしふりかえれば、それがすべてになっている。,感謝
レイ・ブラッドベリ,政治に属することはやめて、個人として立つべきだ。党に所属した途端、人は考えることをやめる。,せいじにぞくすることはやめて、こじんとしてたつべきだ。とうにしょぞくしたとたん、ひとはかんがえることをやめる。,リーダーシップ
フィリップ・K・ディック,現実とは、それを信じることをやめても、なくならないものである。,げんじつとは、それをしんじることをやめても、なくならないものである。,哲学
フィリップ・K・ディック,現実に対して狂気で応えることが、時として適切な反応である。,げんじつにたいしてきょうきでこたえることが、ときとしてせきせつなはんのうである。,哲学
フィリップ・K・ディック,現実を操作する基本的な道具は、言葉を操作することである。,げんじつをそうさするきほんてきなどうぐは、ことばをそうさすることである。,表現
フィリップ・K・ディック,人間は皆、異なる私的な世界に住んでいるのかもしれない。,にんげんはみな、ことなるしてきなせかいにすんでいるのかもしれない。,哲学
フィリップ・K・ディック,神々が注目する者は滅ぼされる。小さくあれ、そうすれば偉大な者の嫉妬を逃れられる。,かみがみがちゅうもくするものはほろぼされる。ちいさくあれ、そうすればいだいなもののしっとをのがれられる。,逆境
フィリップ・K・ディック,悪は実在する。それはセメントのように具体的なものだ。,あくはじつざいする。それはせめんとのようにぐたいてきなものだ。,哲学
フィリップ・K・ディック,人は真実のほんの小さな部分しか見ることができない。,ひとはしんじつのほんのちいさなぶぶんしかみることができない。,知識
フィリップ・K・ディック,薬物の乱用は病気ではない。決断である。動いている車の前に踏み出すのと同じ決断だ。,やくぶつのらんようはびょうきではない。けつだんである。うごいているくるまのまえにふみだすのとおなじけつだんだ。,逆境
フィリップ・K・ディック,死は確かなもの、生は不確かなものである。,しはたしかなもの、せいはふたしかなものである。,哲学
フィリップ・K・ディック,今日、偽の現実がメディアや政府、企業によって製造されている社会に私たちは生きている。,こんにち、にせのげんじつがめでぃあやせいふ、きぎょうによってせいぞうされているしゃかいにわたしたちはいきている。,技術革新
フィリップ・K・ディック,SF作家とはこの狂った世界を扱うための現代的な文学手法である。,えすえふさっかとはこのくるったせかいをあつかうためのげんだいてきなぶんがくしゅほうである。,文学
フィリップ・K・ディック,我々は皆、自分だけの宇宙を創造している力を持っている。,われわれはみな、じぶんだけのうちゅうをそうぞうしているちからをもっている。,創造性
フィリップ・K・ディック,ホモ・サピエンスが現れたとき、私たちにはそれが分かるだろう。彼らは私たちが安楽死させることのできない者たちだからだ。,ほも・さぴえんすがあらわれたとき、わたしたちにはそれがわかるだろう。かれらはわたしたちがあんらくしさせることのできないものたちだからだ。,進歩
